Read_ID,Length,GC_Content,Average_Quality
SRR390728.479,36,61.111111111111114,22.666666666666668
SRR390728.480,36,50.0,24.0
SRR390728.481,36,63.888888888888886,24.833333333333332
SRR390728.482,36,55.55555555555556,24.77777777777778
SRR390728.483,36,55.55555555555556,24.833333333333332
SRR390728.484,36,55.55555555555556,23.083333333333332
SRR390728.485,36,52.77777777777778,24.194444444444443
SRR390728.486,36,63.888888888888886,24.52777777777778
SRR390728.487,36,52.77777777777778,24.72222222222222
SRR390728.488,36,58.333333333333336,24.444444444444443
SRR390728.489,36,50.0,24.5
SRR390728.490,36,47.22222222222222,23.416666666666668
SRR390728.491,36,50.0,24.5
SRR390728.492,36,38.88888888888889,24.944444444444443
SRR390728.493,36,63.888888888888886,23.75
SRR390728.494,36,58.333333333333336,23.38888888888889
SRR390728.495,36,44.44444444444444,23.805555555555557
SRR390728.496,36,38.88888888888889,24.694444444444443
SRR390728.497,36,33.33333333333333,24.0
SRR390728.498,36,27.77777777777778,20.583333333333332
SRR390728.499,36,47.22222222222222,22.555555555555557
SRR390728.500,36,27.77777777777778,23.11111111111111
SRR390728.501,36,69.44444444444444,24.72222222222222
SRR390728.502,36,52.77777777777778,23.13888888888889
SRR390728.503,36,66.66666666666666,24.86111111111111
SRR390728.504,36,58.333333333333336,24.86111111111111
SRR390728.505,36,27.77777777777778,23.97222222222222
SRR390728.506,36,25.0,23.944444444444443
SRR390728.507,36,63.888888888888886,24.27777777777778
SRR390728.508,36,61.111111111111114,24.805555555555557
SRR390728.509,36,61.111111111111114,24.61111111111111
SRR390728.510,36,72.22222222222221,24.0
SRR390728.511,36,30.555555555555557,24.444444444444443
SRR390728.512,36,30.555555555555557,24.72222222222222
SRR390728.513,36,27.77777777777778,24.666666666666668
SRR390728.514,36,33.33333333333333,22.27777777777778
SRR390728.515,36,52.77777777777778,24.583333333333332
SRR390728.516,36,38.88888888888889,22.583333333333332
SRR390728.517,36,30.555555555555557,21.97222222222222
SRR390728.518,36,38.88888888888889,23.416666666666668
SRR390728.519,36,41.66666666666667,24.61111111111111
SRR390728.520,36,33.33333333333333,24.333333333333332
SRR390728.521,36,33.33333333333333,23.97222222222222
SRR390728.522,36,36.11111111111111,23.11111111111111
SRR390728.523,36,30.555555555555557,24.75
SRR390728.524,36,27.77777777777778,24.63888888888889
SRR390728.525,36,30.555555555555557,24.22222222222222
SRR390728.526,36,22.22222222222222,24.97222222222222
SRR390728.527,36,27.77777777777778,22.72222222222222
SRR390728.528,36,27.77777777777778,24.944444444444443
SRR390728.529,36,19.444444444444446,20.22222222222222
SRR390728.530,36,25.0,23.944444444444443
SRR390728.531,36,25.0,24.88888888888889
SRR390728.532,36,33.33333333333333,24.916666666666668
SRR390728.533,36,30.555555555555557,24.944444444444443
SRR390728.534,36,41.66666666666667,24.72222222222222
SRR390728.535,36,36.11111111111111,24.63888888888889
SRR390728.536,36,41.66666666666667,24.61111111111111
SRR390728.537,36,94.44444444444444,21.083333333333332
SRR390728.538,36,50.0,24.88888888888889
SRR390728.539,36,25.0,24.88888888888889
SRR390728.540,36,50.0,24.77777777777778
SRR390728.541,36,19.444444444444446,25.0
SRR390728.542,36,38.88888888888889,24.333333333333332
SRR390728.543,36,58.333333333333336,24.75
SRR390728.544,36,55.55555555555556,24.416666666666668
SRR390728.545,36,55.55555555555556,23.5
SRR390728.546,36,22.22222222222222,25.0
SRR390728.547,36,22.22222222222222,24.61111111111111
SRR390728.548,36,86.11111111111111,22.25
SRR390728.549,36,22.22222222222222,24.5
SRR390728.550,36,19.444444444444446,24.22222222222222
